3.091514306573386,412.36347468446303,(382, 341),(14, -2, 0)
3.1142871806006593,408.4031459146033,(384, 358),(14, -1, 1)
3.2119900673763344,413.17634022366,(379, 431),(14, 4, 1)
3.1726029536327,416.43824648565857,(374, 398),(13, 2, 1)
3.226323094459293,422.2335640564784,(440, 421),(19, 5, 3)
3.038595129507594,451.3431183939177,(415, 394),(7, -5, 2)
3.0183879891490597,450.3726155632616,(402, 380),(6, -6, 2)
3.1166632588149037,449.1798049565412,(406, 449),(6, -1, 3)
3.092952780386288,454.09411197003004,(408, 429),(6, -2, 3)
3.1554128913429715,460.6862298158291,(499, 450),(14, 1, 5)
