3.148945371398242,429.05472467831714,(322, 352),(0, 0, 0)
3.117494825970672,443.2838761085616,(336, 319),(2, -1, 1)
3.113220048775398,447.5568356354016,(483, 321),(10, -1, 3)
3.1308248445361486,452.039713216338,(491, 328),(11, 0, 4)
3.1161136778795235,442.0063322497546,(631, 325),(20, 0, 4)
3.1209153535850436,443.27609406382277,(617, 326),(18, 0, 5)
3.1243433357256767,463.9746431880694,(725, 318),(30, 0, 6)
3.031047046301994,469.65819094825235,(691, 256),(26, -4, 7)
3.0810999702762896,507.5347442311426,(774, 263),(42, 0, 8)
2.9960558116494793,537.3601491142128,(732, 210),(39, -5, 9)
3.0864886017073214,437.2977625951247,(118, 323),(-9, -3, 1)
3.136647885662247,437.26997254478675,(148, 356),(-7, 0, 2)
3.072043208311419,459.26725060444306,(-75, 304),(-21, -4, 2)
3.0726546530778127,474.46217025982907,(-41, 302),(-18, -4, 3)
3.1084136957999546,483.71875274153433,(-128, 312),(-29, -2, 0)
3.095050658525735,489.6398594664505,(-97, 303),(-26, -3, 1)
3.104431159354034,521.9133489530109,(-141, 287),(-37, -1, -2)
3.0825632521419344,591.4370415389968,(-69, 271),(-34, -3, 1)
