3.1967784927674647,424.9269693544774,(324, 391),(1, 3, 0)
3.212852467810766,440.94719110345784,(334, 387),(2, 4, 1)
3.1983078735630652,458.77720404007164,(558, 356),(18, 4, 6)
3.268804106315827,457.30702310749234,(543, 396),(16, 8, 8)
3.1973370757348047,435.8198498432239,(688, 368),(26, 4, 7)
3.2620671747956744,437.17153201723426,(680, 400),(24, 9, 9)
3.194721074484311,446.48011191213095,(762, 358),(32, 5, 8)
3.197397040840285,453.5860057073211,(748, 340),(30, 6, 12)
3.20331112752567,476.52234711425825,(804, 326),(38, 7, 11)
3.1701148514926403,499.8068624894208,(774, 284),(37, 6, 14)
3.17299420419882,446.3114484061763,(45, 370),(-17, 1, 0)
3.275676542340402,446.74407124204987,(102, 433),(-12, 7, 0)
3.1623475275460597,451.1673567712077,(-119, 356),(-26, 1, 0)
3.2113046239610994,468.5146456280241,(-86, 376),(-25, 4, 0)
3.2032600164448826,466.6863547440261,(-155, 364),(-31, 4, -1)
3.198867147050576,474.1964472783911,(-125, 361),(-29, 3, 0)
3.122164146525783,501.6575379339026,(-155, 305),(-35, 0, -1)
3.2011855411736523,548.2113419468456,(-99, 327),(-34, 3, 0)
