3.1967785261589254,424.9269713256334,(324, 391),(1, 3, 0)
3.2128525099713583,440.94719363003867,(334, 387),(2, 4, 1)
3.16284438857521,442.7028041369802,(489, 357),(10, 1, 3)
3.2140434252583208,448.66508144449926,(491, 385),(11, 4, 4)
3.1684714106773058,436.00330339826013,(641, 363),(20, 2, 4)
3.1969017463493157,435.69808561678667,(631, 381),(19, 4, 5)
3.1544926950784142,455.5024220238955,(738, 338),(30, 2, 6)
3.1073535676338793,457.65366518524996,(716, 305),(27, 0, 7)
3.113149798804038,490.2862717597868,(795, 283),(43, 1, 8)
3.0593054385455813,513.7947216795702,(760, 242),(40, -1, 9)
3.1508433610760704,433.78161571378337,(116, 371),(-9, 0, 1)
3.2315088580667606,434.72235201861236,(155, 424),(-7, 5, 2)
3.1256752098446605,454.4471008359842,(-79, 340),(-21, -1, 1)
3.152950968697028,467.76375590192254,(-45, 353),(-19, 0, 3)
3.154260286775337,477.01632635350217,(-133, 341),(-30, 0, 0)
3.160592906368758,482.04814236308056,(-101, 343),(-26, 0, 1)
3.1345303669630784,518.7128010323305,(-140, 302),(-37, 0, -2)
3.144569744570311,566.8844271415752,(-87, 302),(-35, 0, 1)
